article_id,technique,start,end,text_spans
788173482,"Name_Calling,Labeling",500,510,as a “hoax
788173482,Loaded_Language,534,586,one of the “crowning achievements” of his presidency
788173482,"Exaggeration,Minimisation",780,818,this might be the most important thing
788173482,"Exaggeration,Minimisation",1177,1197,who nobody even knew
788173482,Loaded_Language,1269,1295,used Carter Page as a foil
788173482,"Name_Calling,Labeling",1371,1403,"It’s a hoax, beyond a witch hunt"
788173482,"Name_Calling,Labeling",1507,1533,disgraced ex-FBI employees
788173482,Loaded_Language,1605,1702,"Although the conspiracy theory is baseless nonsense, it continues to dog the Trump administration"
788173482,"Name_Calling,Labeling",1827,1842,Trump defenders
788173482,Loaded_Language,2048,2078,prove a political masterstroke
788173482,"Name_Calling,Labeling",2228,2280,the duly elected 45th president of the United States
788173482,Loaded_Language,2356,2376,so much leftist dirt
788173482,Loaded_Language,2498,2523,shameful un-American plot
788173482,"Whataboutism,Straw_Men,Red_Herring",2944,3003,with whom she was having an extramarital affair at the time
788173482,Loaded_Language,3160,3177,something cryptic
788173482,Loaded_Language,3402,3435,Trump’s nefarious links to Russia
788173482,Loaded_Language,2308,2345,and let the chips fall where they may
788173482,Loaded_Language,4460,4480,hailed Trump’s order
788173482,Loaded_Language,4610,4684,alarmed at the prospect of being exposed as frauds and publicly humiliated
788173482,Loaded_Language,4846,4900,an attempt to usurp the powers vested in the president
788173482,Loaded_Language,4926,4960,to defy the presidential directive
788173482,Loaded_Language,7906,7917,got the axe
788173482,Loaded_Language,7846,7852,canned
788173482,"Name_Calling,Labeling",7970,8005,unaccountable Deep State operatives
788173482,Flag-Waving,598,655,"What we’ve done is a great service to the country, really"
788173482,"Exaggeration,Minimisation",1378,1403,"hoax, beyond a witch hunt"
788173482,"Name_Calling,Labeling",1639,1656,baseless nonsense
788726416,Loaded_Language,4298,4312,profound alarm
788726416,"Name_Calling,Labeling",53,73,Deep State officials
788726416,Loaded_Language,105,122,are in panic mode
788726416,"Name_Calling,Labeling",124,143,Deep State DOJ tool
788726416,Repetition,124,134,Deep State
788726416,"Name_Calling,Labeling",0,23,Deep State Insurrection
788726416,"Name_Calling,Labeling",559,602,"a two year, multi-million dollar witch hunt"
788726416,Flag-Waving,362,492,"The US President wants every American citizen to see the full, unredacted version of the FISA documents used to spy on Carter Page"
788726416,Loaded_Language,678,725,the hoax that was and is Trump-Russia collusion
788726416,Flag-Waving,973,1147,"are doing everything in their power to make sure the truth, about how the FISA warrant to spy on Carter Page was obtained, remains hidden from the eyes of the American public"
788726416,"Name_Calling,Labeling",1986,2012,twice-demoted DOJ official
788726416,"Name_Calling,Labeling",3323,3336,The FBI’s spy
788726416,"Name_Calling,Labeling",3442,3469,confidential informant (spy
788726416,Loaded_Language,3962,4010,demanding that the agencies defy President Trump
788726416,"Name_Calling,Labeling",4691,4708,the Gang of Eight
788816478,Loaded_Language,162,178,malicious agenda
788816478,Loaded_Language,501,535,as weak and ridiculous as they are
788816478,Loaded_Language,652,687,hurl the wild claims like a grenade
788816478,"Name_Calling,Labeling",1916,1944,lawyers are masters of delay
788816478,Loaded_Language,5528,5563,obviously unbalanced the accuser is
788816478,Appeal_to_Authority,5942,6075,"I think he's an extraordinary man – I think he's a man of great intellect, as I've been telling you, and he has an unblemished record"
788816478,Loaded_Language,6484,6503,obscene and violent
788816478,Loaded_Language,1981,2023,hoping to torpedo President Trump’s agenda
788816478,Doubt,4739,4766,her lawyer is “even loonier
788816478,Doubt,331,373,never-credible accusations of sexual abuse
788816478,Causal_Oversimplification,446,635,"They deliberately refused to bring up the allegations, as weak and ridiculous as they are, at Kavanaugh’s Senate confirmation hearings because they didn’t want to have a rational discussion"
788816478,"Name_Calling,Labeling",1950,1980,social justice warrior-lawyers
788816478,"Name_Calling,Labeling",3805,3827,a staunch conservative
788816478,"Name_Calling,Labeling",4272,4284,Left-wingers
788816478,Loaded_Language,4413,4427,utter nonsense
788816478,Doubt,4563,4604,she is going to look like the loon she is
788816478,Loaded_Language,4579,4604,look like the loon she is
788816478,Loaded_Language,4754,4766,even loonier
788816478,Causal_Oversimplification,5330,5403,Ford’s request for an FBI probe is “clearly a desire to delay proceedings
788816478,Loaded_Language,5587,5622,an excellent job destroying herself
788816478,Loaded_Language,6657,6696,high-stakes behind-the-scenes jockeying
788816478,"Name_Calling,Labeling",4589,4604,the loon she is
788900262,Appeal_to_fear-prejudice,0,91,"If Kavanaugh Is Not Confirmed By Senate, Then We Are All Just One Accusation Away From Ruin"
788900262,"Exaggeration,Minimisation",1722,1749,Without a shred of evidence
788900262,Loaded_Language,1817,1830,being smeared
788900262,"Name_Calling,Labeling",1858,1891,political lynch mob out for blood
788900262,Flag-Waving,2402,2428,I worry about this country
788900262,"Name_Calling,Labeling",4190,4224,"highly partisan, activist attorney"
788900262,Loaded_Language,5064,5083,bent over backwards
788900262,Flag-Waving,6020,6109,What is happening in the Brett Kavanaugh nomination process should concern every American
788900262,Loaded_Language,6658,6675,scatter like mice
788900262,Loaded_Language,207,230,shatter her credibility
788900262,Flag-Waving,2218,2270,I fear for this nation when this is now the standard
788900262,Doubt,4478,4561,"Why not Monday?
Does she have an important dentist appointment she can't get out of"
788900262,Causal_Oversimplification,4877,5017,Democrats want to delay this vote until after the midterms because they believe they have a chance to retake the Senate as well as the House
788900262,Doubt,168,269,even a mediocre defense attorney could shatter her credibility within minutes under cross-examination
788900262,Black-and-White_Fallacy,2272,2383,You believe any woman who goes against a Republican and you don't believe any woman who goes against a Democrat
788900262,Loaded_Language,2696,2711,they're zealous
788900262,Loaded_Language,5113,5137,I don’t care who you are
788900262,Causal_Oversimplification,6331,6408,chose to sit on it until the moment it could inflict maximum political damage
788900262,Doubt,6490,6583,"overestimating the integrity of the ""supportive"" lawmakers and lawyers currently handling her"
788900262,"Name_Calling,Labeling",6527,6560,"supportive"" lawmakers and lawyers"
788900262,"Name_Calling,Labeling",6601,6657,"sensitive lawmakers and high profile, activist attorneys"
788900262,Doubt,1484,1576,"If this had been such a pivotal moment for her, how could she have forgotten any those facts"
788900262,Flag-Waving,5263,5313,In no circumstance in the country does that happen
789121265,Loaded_Language,2814,2846,You didn’t give a damn back then
789121265,"Whataboutism,Straw_Men,Red_Herring",3071,3229,"If you want the FBI to go back that far @[email protected] to investigate Ford’s allegations….
let’s investigate my RAPE allegations against Bill Clinton, too"
789121265,"Name_Calling,Labeling",400,419,The Clinton machine
789121265,"Exaggeration,Minimisation",1317,1349,flimsy and meritless accusations
789121265,Loaded_Language,1836,1847,It’s absurd
789121265,"Whataboutism,Straw_Men,Red_Herring",218,398,"had a blunt message for Sen. Dianna Feinstein about the supposed “due process” that needs to be given to Brett Kavanaugh’s accuser, and it’s one that goes like this: Where was mine"
789121265,Loaded_Language,1969,1979,Oh my gosh
789121265,"Whataboutism,Straw_Men,Red_Herring",2018,2195,She pointed to the discrepancy between Democratic lack of interest in her case and the party’s outrage over allegations of sexual assault leveled last week against Mr. Kavanaugh
789121265,Loaded_Language,2566,2576,lashed out
789121265,Doubt,2848,2893,"You, Dicky Durban [sic], are a complete FRAUD"
789121265,"Whataboutism,Straw_Men,Red_Herring",2926,3069,"if Senate Democrats want the FBI to investigate the 36-year-old accusations against Mr. Kavanaugh, they should reopen her 40-year-old case, too"
789121265,Repetition,3594,3599,never
789121265,"Exaggeration,Minimisation",4064,4108,I’ve found every single piece of information
789121265,Loaded_Language,1317,1337,flimsy and meritless
789121265,Loaded_Language,2879,2893,complete FRAUD
789121798,Loaded_Language,352,369,act like children
789121798,Loaded_Language,402,439,They kick and scream and lie and pout
789121798,"Name_Calling,Labeling",1175,1207,a bunch of well-documented liars
789121798,Loaded_Language,3140,3183,such a pathetic attempt at a smear campaign
789121798,"Name_Calling,Labeling",4005,4023,Trump-hating woman
789121798,"Exaggeration,Minimisation",2647,2664,ambiguous-at-best
789121798,"Name_Calling,Labeling",19,35,Documented Liars
789121798,Slogans,283,298,Drain the Swamp
789121798,Loaded_Language,236,249,what on Earth
789121798,"Name_Calling,Labeling",441,479,President Trump is the anti-politician
789121798,"Name_Calling,Labeling",626,640,pro-life judge
789121798,Doubt,2339,2416,"taken together as a whole, it’s far too suspicious to lend it any credibility"
789121798,Causal_Oversimplification,2480,2701,"every time there's a man that you don't like running for public office or being nominated for a position, some woman crawls out from a line of protesters and makes an ambiguous-at-best claim about unwanted sexual advances"
789121798,Loaded_Language,2597,2607,crawls out
789121798,Appeal_to_fear-prejudice,2949,3085,"next time a man is nominated to a position who really has committed a crime, people will be that much less likely to believe his accuser"
789121798,Loaded_Language,3087,3096,Way to go
789121798,"Exaggeration,Minimisation",3312,3346,Women everywhere should be furious
789121798,"Name_Calling,Labeling",3366,3386,regular Joe American
789121798,Causal_Oversimplification,3988,4202,they dig up some Trump-hating woman from Kavanaugh’s past and convince her to say that he assaulted her thinking that such an allegation will surely delay the vote long enough for them to regain control of Congress
789121798,"Exaggeration,Minimisation",4294,4323,Everything else is just noise
789121798,"Name_Calling,Labeling",264,298,a man promising to Drain the Swamp
789121798,Loaded_Language,880,891,devastating
789121798,"Whataboutism,Straw_Men,Red_Herring",1082,1164,"Personally, I trust very, very few politicians no matter the party that they claim"
789370909,Loaded_Language,3212,3231,bent over backwards
789370909,Loaded_Language,11058,11070,This charade
